Site Name,decimalLatitude,decimalLongitude,Depth,Chl_a_sum_mean_monthly_max,Chl_a_sum_median_monthly_max,Chl_a_sum_overall_mean,Chl_a_sum_overall_median,Chl_a_sum_cv_monthly_mean,Chl_a_sum_sd_monthly_mean,NO3_mean_monthly_max,NO3_median_monthly_max,NO3_overall_mean,NO3_overall_median,NO3_cv_monthly_mean,NO3_sd_monthly_mean,Oxygen_mean_monthly_max,Oxygen_median_monthly_max,Oxygen_overall_mean,Oxygen_overall_median,Oxygen_cv_monthly_mean,Oxygen_sd_monthly_mean,PH_mean_monthly_max,PH_median_monthly_max,PH_overall_mean,PH_overall_median,PH_cv_monthly_mean,PH_sd_monthly_mean,alk_mean_monthly_max,alk_median_monthly_max,alk_overall_mean,alk_overall_median,alk_cv_monthly_mean,alk_sd_monthly_mean,omega_ar_mean_monthly_max,omega_ar_median_monthly_max,omega_ar_overall_mean,omega_ar_overall_median,omega_ar_cv_monthly_mean,omega_ar_sd_monthly_mean
Ahya_104a,-23.90709305,152.3869322,-3,1.212290634247446,1.1569468505013236,0.8901176278505102,0.8178717055695797,27.863212336919457,0.2480153646963382,2.4937707253844636,1.6131579203057125,0.8038766454346025,0.5506787796701412,77.41694010526375,0.6223367011163096,7082.851569415848,7060.577039394843,7006.275424581171,6986.247571610924,2.853575319,199.92934629753623,8.121589785421902,8.118877051,8.111098105528692,8.108144774825643,0.3329525863302837,0.027006110922144423,2250.1892631870364,2250.668440553497,2247.4625250768436,2247.386131486868,0.1967241650568728,4.421301887423531,3.7218597216873603,3.724236568814747,3.676400584023152,3.691820703962831,1.8652767175609393,0.068575044
Ahya_104b,-14.65095445,145.6384332,-0.5,0.47828005007381685,0.4960460657514449,0.27299017185061725,0.23662819730494167,59.58913322319024,0.1626724771902803,2.1172542816981057,1.146436576342365,0.7770818559433853,0.30752367712045336,144.6418187645221,1.1239853297256162,6884.0516810980325,6881.418449050679,6776.255809353001,6768.150965355456,2.1176541577732713,143.49766288811665,8.080334006130405,8.079743587196303,8.067733966267202,8.068081436736632,0.2926991596918757,0.023614189525440133,2254.8917813971757,2255.5287194767575,2250.555685,2251.9319842585733,0.2535869877099267,5.707116368269051,3.8096221037087394,3.8031261768147986,3.7481486863321374,3.747537051248403,1.8875555102438082,0.070748387
Ahya_105a,-23.90711107,152.3869396,-5.55,1.225961279857996,1.1630852140965486,0.898625922,0.8278950668353809,27.93669326766149,0.25104636742762265,2.516505735048405,1.6180594590515436,0.8134186564891295,0.5574252717661857,78.11890354186248,0.6354337356542568,7080.390117941865,7056.950148337835,7003.900573314969,6985.338046832405,2.8484976468191365,199.50594301642892,8.121457159836204,8.118800965305871,8.111009658772726,8.107938809382969,0.33296211864020686,0.027006589602961484,2250.1841405602913,2250.667490241206,2247.4603601540643,2247.384716,0.1967259245835752,4.421337173162433,3.7216741386744188,3.723880575775904,3.676207535140132,3.6911605674743058,1.866375157624929,0.068611824
Ahya_105b,-14.65096434,145.6384742,-0.5,0.4782395436660516,0.49602826369382114,0.2729749437987381,0.2366602494491388,59.58762663280635,0.16265929,2.1173630026343977,1.147186659362938,0.7771598774845684,0.30757039,144.61680428739083,1.1239037790219846,6884.042761541554,6881.408456495452,6776.251928305591,6768.146447449504,2.1176352645624714,143.49630044939366,8.080333548939615,8.079743127752826,8.067733886497136,8.068084875679485,0.2926976511933096,0.023614068,2254.8918866837826,2255.5289163441485,2250.556071521955,2251.9321357290737,0.2535791403290168,5.706940738787866,3.809621192719094,3.803118655115907,3.7481494649718314,3.7475405408604567,1.8875516170573405,0.070748256
Ahya_105b_R2023,-14.650915,145.6384266,-0.5,0.4783131104934087,0.496062562,0.27299851070890385,0.23658416522903516,59.59021319636576,0.16268039455433922,2.117237467,1.1458301218077391,0.7770362463745206,0.3074650763852228,144.6602632573798,1.1240626796106439,6884.059138751846,6881.438858430217,6776.257967056886,6768.150258930543,2.1176695904604235,143.49875433951536,8.080334487081492,8.079744084437117,8.067733870972145,8.068077933,0.2926994335449068,0.023614211,2254.891857634316,2255.528526214095,2250.5555390239624,2251.931943096238,0.25358976636275715,5.707178533274956,3.8096248108418678,3.803137036866327,3.7481490612242223,3.7475346995776393,1.8875627274539226,0.070748665
Ahya_106a,-23.90711007,152.3869808,-3,1.2122793855278924,1.1569376262383329,0.8901192046696085,0.8178729178576141,27.862482906711723,0.248009311,2.4938274746729796,1.613358418730925,0.8039517483096467,0.5507313888665464,77.40867733604972,0.6223284147865449,7082.847893506883,7060.579925,7006.272405374995,6986.245450574121,2.853582964231902,199.92979578746156,8.121590101382125,8.118879416,8.111098305619436,8.108143451,0.3329513983115237,0.027006015,2250.189612985445,2250.668545451946,2247.462890082792,2247.3872050197147,0.19672350525555693,4.421287776688713,3.721861746006202,3.7242356734103295,3.6764023162463433,3.691834997023062,1.865263887925685,0.068574605
Ahya_106b,-14.65101538,145.6384382,-0.5,0.4782335301328663,0.496022492,0.272979137,0.23669329820012097,59.587627029618375,0.1626617900692929,2.117267193021681,1.1472917311774908,0.7771435087244514,0.30761002992470554,144.61618331780917,1.1238752812194068,6884.041158,6881.387727,6776.252944641768,6768.152692707514,2.117632449,143.49613120211862,8.080333312260716,8.079742867577778,8.067734129002543,8.068086494179548,0.292698927,0.023614171,2254.891647293866,2255.5289978036553,2250.555862956743,2251.932028960361,0.25358366655518305,5.707042075,3.809617961,3.8031100966554896,3.7481479916735987,3.747540281609653,1.8875446475710957,0.070747967
Ahya_107a,-23.90711091,152.3869516,-0.5,1.1969613205467657,1.1470310781089306,0.8797009897608702,0.8078478260068945,27.737016328770924,0.244002807,2.4767624465268865,1.6037475260052134,0.7974618800905127,0.5469167046662552,77.10048580384029,0.6148469836502236,7085.265208997877,7052.923674655608,7002.486076,6971.572603,2.8185257490823927,197.36687312697714,8.121899465701969,8.119267249433511,8.111278495068953,8.108491581418782,0.33301424838432814,0.027011713114713516,2250.193708260101,2250.6695757236457,2247.4649578992185,2247.3898014488163,0.19671779046793367,4.421163406720418,3.7220004344313877,3.723745777694555,3.6763108298433496,3.692408115702852,1.8622725519798704,0.068462928
Ahya_107b,-14.65099091,145.6384361,-0.5,0.478252249,0.49603197763581863,0.27298358409772433,0.23666712108156257,59.58823497981545,0.16266609954847408,2.1172616687695633,1.1469472493957835,0.7771185946455689,0.3075752646275171,144.6265044363394,1.123919458760692,6884.045391677589,6881.400055909561,6776.254099197087,6768.152007435787,2.117641183127781,143.49674747798193,8.080333591102661,8.079743157,8.067734064,8.068084459311512,0.29269902350765725,0.023614178823420557,2254.891700862402,2255.528885754592,2250.555790843562,2251.9320107167396,0.2535850132110642,5.707072199533017,3.809619624569188,3.803116558,3.7481482687463705,3.7475389801188776,1.8875490139830537,0.070748136
Ahya_108b,-14.6509723,145.6384345,-0.5,0.4782665225706671,0.4960392050420987,0.27298698091270435,0.23664719588029848,59.58869728287577,0.16266938567773326,2.117257545358914,1.1466849019508212,0.7770996405225923,0.3075488319032818,144.63437511911914,1.1239532091227724,6884.048620144261,6881.409451423934,6776.2549808724325,6768.151488876658,2.1176478441329536,143.49721751539695,8.080333803740945,8.079743377294605,8.067734014,8.068082909555542,0.2926990973834915,0.023614184638710428,2254.891742,2255.5288004593067,2250.5557358104534,2251.9319967970237,0.25358604135938934,5.707095199028406,3.809620890319674,3.8031214793282824,3.7481484792871185,3.747537987731538,1.8875523357977042,0.070748264
Ahya_108b_R2023,-14.650979,145.6384282,-0.5,0.4782669937984348,0.4960389828339696,0.2729880467809301,0.23665071235668245,59.58874657437531,0.16267015537462554,2.117240754371706,1.1466751107014284,0.7770948431148873,0.30755276401840936,144.6350941001266,1.1239518575864484,6884.048685381339,6881.406910857935,6776.255245416214,6768.152495129238,2.1176480623167073,143.49723790219068,8.080333785725287,8.079743356137895,8.067734050009495,8.068083021517445,0.29269932222554906,0.023614203,2254.8917051861995,2255.5288053010217,2250.555694576355,2251.931977173329,0.25358691870384537,5.707114839590104,3.8096204744151607,3.803120541501788,3.7481482510380015,3.747537839644668,1.8875515024375475,0.070748229
Ahya_109b,-14.65097532,145.6384242,-0.5,0.47827282750093564,0.496041689,0.2729899465514538,0.23664480945869895,59.58895351764981,0.16267185235840287,2.117230169070722,1.146567341,0.7770848709657558,0.3075445462392172,144.6385567986538,1.1239643424655503,6884.049982708636,6881.409223749429,6776.255732,6768.152831697033,2.1176507840079934,143.49743263515214,8.080333859232091,8.079743431021148,8.067734049922484,8.068082476,0.2926994714572059,0.023614215,2254.891702,2255.528774563724,2250.555650976981,2251.9319612245704,0.2535877906095611,5.707134351751151,3.8096207463218987,3.803121962927369,3.748148211062133,3.747537372332496,1.8875523539767494,0.07074826
Ahya_10_Chicken,-18.654217,147.7098152,-0.5,0.4439137052093333,0.4465459471816445,0.25956183983985626,0.27366485358347276,47.02620892367122,0.12206209308921569,0.9011717643056304,0.6525072144431725,0.3562433680131029,0.21429524133909447,71.97832629572672,0.25641801383535773,6859.064315418191,6859.390189855337,6782.078821281482,6767.2525685148785,2.130422890812467,144.48695968152504,8.083196744,8.084969023,8.072067977,8.071748278,0.3250302656147537,0.026236663987870328,2253.9728075807648,2253.4056252462183,2251.3466164862057,2251.217513632444,0.1856700179961782,4.180075667986287,3.7878835200976364,3.783882941708725,3.744982619052279,3.7413699668185183,1.955225312246613,0.073222848
Ahya_10_Kelso,-18.446173,146.9912426,-3,0.43313711323764875,0.3982742685741108,0.2540164317629133,0.24959219772853455,42.60577726,0.10822567511767427,0.8517856711687025,0.5761837403921716,0.2560468471894558,0.11569858368769773,88.82249561339115,0.22742719961308072,6852.911129451756,6838.188263440143,6775.503683783942,6786.4124120616225,2.509397294,170.02430606567486,8.081315149329388,8.078893102555764,8.071985722860456,8.070775738,0.291278258,0.023511939433247815,2252.399240188585,2251.4131732639057,2247.846525033705,2248.0319685616996,0.335718909,7.5464458375741135,3.767435760019103,3.7562467638121033,3.719247689130935,3.722238612766398,2.865934985077022,0.10659122070447215
Ahya_10_Lizard,-14.645963,145.4552607,-0.5,0.3539049366702225,0.30410268224170195,0.20375496316862407,0.19059208950365863,58.90248343276735,0.120016733,0.5764220254529034,0.41581474100770083,0.19261630717528458,0.103163436,90.23461802977285,0.173806589,6843.207143457816,6830.211809920612,6742.511209140652,6732.427979577553,2.050690418547609,138.26803133534588,8.075275826786518,8.074024369648747,8.062091432942472,8.064875881,0.28757571656735803,0.023184617208599895,2250.772669814337,2251.760453608778,2242.871422679543,2245.066097184687,0.40470822028081177,9.077085017913301,3.774219896971318,3.771590191183536,3.6963333246156833,3.690873653635282,2.3695384761874374,0.08758604
Ahya_10_Tydeman,-13.971456,144.5026016,-0.5,0.33496418849958187,0.28928724761891705,0.19802569085333904,0.18465239290503285,57.83032351911353,0.11451889767144556,1.2757340034349294,0.6669937472897061,0.4170509239659055,0.1345174659384382,119.45537917262395,0.49818976256640396,6815.768769313996,6811.827568,6730.706044997909,6719.989323962758,2.079560152458774,139.96908089091042,8.073687328445855,8.071604527,8.061628899677984,8.061223538763544,0.3148994898071097,0.025386028275228484,2250.3276335845594,2252.0114186834116,2243.6548683737424,2245.6432296589214,0.40753973861671267,9.143785186031499,3.778183064101324,3.783713734792322,3.712657428,3.700117201351274,2.1692164494087107,0.080535576
Ahya_10a,-21.95539883,152.2969731,-3,0.6426168523399696,0.5461127201444429,0.5264361732000157,0.45648378427015696,47.974739039493286,0.2525563803022024,1.2691440673025254,0.5870135840421461,0.4960364875264734,0.255428598,179.37437625328064,0.8897623554892938,6958.977913473896,6957.072203027387,6899.378710549405,6891.515027385429,2.853702023,196.88770980725215,8.075004778123606,8.076095578,8.066074785351288,8.064570981318383,0.3130001722320501,0.025246827970515497,2219.163430829884,2218.743339545185,2210.033345538112,2210.2906582463324,0.35928434046112856,7.940303729,3.5497318110095666,3.546795532006134,3.488748176280212,3.491461631984249,2.349532741345053,0.081969281
Ahya_10b,-14.47368407,145.504462,-0.5,0.44615317684647354,0.4443527361698271,0.25336220870019144,0.19778581309919016,67.98645741869616,0.17225199013302372,1.224104941015966,0.7789168100687648,0.4281475568011817,0.1859972104506231,131.52332022623114,0.5631138821724031,6873.956345440252,6859.872205,6768.565093,6749.9758338455085,2.088593780330011,141.36782955894734,8.079553232868882,8.078685838812444,8.066622127580978,8.065473283862831,0.2980514056387429,0.024042681,2254.675777,2255.1711585575667,2249.940107634802,2251.4393615461254,0.2553891991774424,5.7461040228606075,3.809025813712437,3.802032674671384,3.745281186721678,3.745887201,1.9158460178324694,0.07175382
Ahya_110b,-14.65099636,145.6383884,-0.5,0.47828724945309864,0.4960464808192011,0.27299858348631295,0.23664743948367917,59.589609262619724,0.1626787891919806,2.117134770431844,1.146295490407338,0.7770428267695408,0.3075439751463418,144.64902332621023,1.1239848597485165,6884.053019043441,6881.403138792049,6776.2579080727965,6768.157897066477,2.117657505398428,143.49793417545808,8.080333937176139,8.079743498421662,8.067734204288113,8.068081798254676,0.29270076250189797,0.02361432,2254.891536536703,2255.528729988085,2250.5553798944197,2251.9318423792697,0.2535934398425236,5.707260803435233,3.8096195268220474,3.803120928812457,3.7481471389592795,3.747535738831966,1.8875505690510788,0.070748173
Ahya_111b,-14.65101689,145.6383799,-0.5,0.4782797611190677,0.49604201116305785,0.27299821860327866,0.23666407474712928,59.58942040945341,0.16267805619382636,2.117111812705361,1.146430779525853,0.7770464332955713,0.3075648836291573,144.64558278257294,1.1239633419315762,6884.051263620824,6881.393952463144,6776.257795677195,6768.159693969193,2.1176540071191003,143.49769474287854,8.080333788097365,8.07974334,8.067734285677147,8.068082851989352,0.29270105711563754,0.023614343539457742,2254.891458852775,2255.5287859287632,2250.555349807429,2251.9318209933786,0.2535941614522487,5.707276967362873,3.809618181966671,3.80311671,3.7481466776402694,3.747536086562916,1.8875474301698643,0.070748046
Ahya_112b,-14.65102888,145.6383849,-3,0.4920040928328822,0.5072407915141628,0.27979779696751306,0.25503432276103377,59.092122770504496,0.16533845769320973,2.105447033645525,1.136536631702921,0.7697656661514605,0.3026267331692221,146.40057282995733,1.126941344694075,6891.875875559671,6886.168747012636,6786.4186732617945,6778.408572004341,2.194188522566833,148.90681962204263,8.081852710364801,8.080575266,8.070333707937825,8.070615284638864,0.2814901980183777,0.022717198335218066,2254.872353511106,2255.589393542147,2250.556230863179,2251.9276330828575,0.25104332770716015,5.649871253879762,3.803252905,3.800136287446458,3.7443311824183367,3.7456503406643793,1.869229588181897,0.069990146
Ahya_113b,-14.65105872,145.638374,-3,0.49199015132021656,0.507250446,0.2797962068775197,0.2550645101015154,59.091720747978435,0.16533639323149998,2.1054218360299912,1.136660348,0.7697757486012377,0.3026212332241478,146.39444673561047,1.1269089482696857,6891.872725268153,6886.166132726937,6786.418136884529,6778.408572,2.194181422556118,148.90632601649938,8.081852439,8.080574875996964,8.070333695200238,8.070615393487955,0.28149013302837383,0.022717193,2254.872240761064,2255.5894356819576,2250.556204854114,2251.927889464824,0.2510437442623334,5.649880563394038,3.8032509230788825,3.8001339236726177,3.744330683699735,3.7456486107067577,1.8692227799939867,0.069989882
Ahya_113b_R2023,-14.651082,145.6383584,-3,0.49198539421081705,0.5072629090508461,0.27979738727050624,0.255083879,59.09166229365774,0.16533692719236526,2.1053819464401715,1.136679049776772,0.7697709850039359,0.3026167687140875,146.39341532161822,1.1268940351021235,6891.871515645049,6886.164922,6786.418326262499,6778.40838,2.1941784986219424,148.90613174139085,8.081852296412361,8.080574777,8.070333720558732,8.0706154660028009,0.2814904789417712,0.022717221,2254.8721292620444,2255.589424279203,2250.5561197939237,2251.9279474709983,0.2510454744549137,5.649919288810751,3.8032494059210804,3.800132201,3.7443301134505997,3.745646994558873,1.8692182020161243,0.0699897
Ahya_114b,-14.65103206,145.6383295,-0.5,0.47830975302595935,0.49605377853391047,0.27301247388450633,0.23665327499790795,59.59065930512912,0.1626899331730208,2.116977265142252,1.145868255522663,0.7769748834189957,0.3075448052737003,144.6655849880697,1.1240152603084625,6884.057738623516,6881.392323560327,6776.261407072955,6768.166262300918,2.1176679923196535,143.49871889349333,8.080334047,8.079743590457051,8.067734460289568,8.068080804340196,0.29270288451841125,0.023614491480553442,2254.8912617519272,2255.5286629945094,2250.554938307154,2251.9316478120727,0.2536026516083357,5.707466999449286,3.809617422951073,3.8031188306388577,3.7481453588534808,3.747533133999972,1.8875473956133912,0.07074802
Ahya_114b_R2023,-14.651067,145.6383119,-0.5,0.4782992778617798,0.4960471333720929,0.27301281087956475,0.2366802010577735,59.59043358418948,0.16268951774351587,2.1169293766687343,1.1460547656079028,0.7769758591149482,0.3075780676647961,144.66119820865813,1.1239825875876994,6884.055246,6881.376884178461,6776.261459904791,6768.169696488875,2.117663095025652,143.49838815885025,8.080333815150452,8.079743343509547,8.067734606716634,8.068082418751116,0.2927035018661868,0.023614541715129823,2254.8911189562386,2255.528747561548,2250.5548601765868,2251.9316003129093,0.2536044310732728,5.707506849142723,3.809615133123184,3.8031119470425487,3.748144500940132,3.7475335139184303,1.8875421805226087,0.070747808
Ahya_115b,-14.65103407,145.638288,-0.5,0.4783416242838578,0.49606717072190265,0.27302577273915923,0.23663371074651937,59.59190883488359,0.16270126958645623,2.116866729760354,1.1452729153387258,0.7769069921687982,0.3075141959463729,144.68595316490703,1.1240752868242352,6884.0647,6881.396127575232,6776.264788216834,6768.171256928016,2.1176828612485847,143.4997980528906,8.080334370380857,8.079743911460136,8.067734573200225,8.068078311925111,0.2927043940252375,0.023614614,2254.8911256004208,2255.5285175422555,2250.5545775977616,2251.9315010245964,0.2536100362191848,5.707632279378204,3.8096175044704976,3.803123218155376,3.748144414120431,3.747530220585921,1.8875491871806669,0.070748069
Ahya_116b,-14.65096258,145.63834,-0.5,0.4783503196019714,0.4960753477846528,0.2730198919691708,0.23658701567668755,59.59187094989494,0.16269766168981087,2.117007354,1.1451302397047107,0.7769318130291777,0.30745914567754806,144.68683913584846,1.1241180825127572,6884.067013058116,6881.425866330455,6776.263358812002,6768.1623590106365,2.1176869415162445,143.5000442723118,8.080334712200044,8.079744285238467,8.067734233885393,8.068076029760215,0.292702552,0.023614464,2254.8914676312907,2255.528404009939,2250.554877148053,2251.931654745165,0.25360354048325096,5.707486848965941,3.8096220984312485,3.80313541,3.748146518699046,3.7475305951129263,1.8875590130049222,0.070748477
Ahya_117b,-14.65092159,145.6383108,-0.5,0.4784031903959767,0.4961029744573303,0.27303606709328176,0.23652909732496535,59.59368987505436,0.16271226707061567,2.116932129026016,1.1441592214174596,0.7768469084749321,0.30738008759751834,144.71770282351957,1.1242350004004513,6884.078818791442,6881.450083708331,6776.267510033363,6768.164265571671,2.117711634468977,143.50180544271777,8.080335408039327,8.079744996323667,8.067734193989319,8.068070915,0.2927036427692526,0.023614551874747335,2254.8914778949024,2255.528118266648,2250.5545276074763,2251.931533,0.25361047337077597,5.707641990932752,3.809625067858521,3.803149506692129,3.7481464225762298,3.747526495681907,1.8875677361676253,0.070748803
Ahya_117b_R2023,-14.650895,145.6382666,-0.5,0.4784582162120551,0.496176891,0.2730549904078012,0.2364779798607102,59.595655588347455,0.16272891165022838,2.1168176759193496,1.1431466933228511,0.7767495163302396,0.3073084307797119,144.75084114985515,1.1243514585154533,6884.0910165207515,6881.469058319367,6776.272346369843,6768.168490375672,2.117737341750282,143.50364985777216,8.080336078,8.079745674218152,8.067734234775916,8.068065948639896,0.29270526293518967,0.023614682704813157,2254.891406073097,2255.5278377373884,2250.5540777580377,2251.9313635962767,0.2536195327729746,5.707844736813064,3.809627156725714,3.803161768760579,3.7481458085285353,3.747521977565576,1.8875747498091633,0.070749054
Ahya_118b,-14.65088965,145.638275,-0.5,0.4784552337149866,0.49617523363704075,0.27305307192613737,0.23647687494870503,59.59551243854079,0.16272737744355892,2.1168400429077496,1.143203666899136,0.7767589116213223,0.3073079597087692,144.7486032519654,1.1243476752070323,6884.090394085074,6881.470732921174,6776.271863260057,6768.1672961648155,2.1177359503055952,143.50354533870106,8.080336065383207,8.079745664450927,8.067734197931424,8.068066068299084,0.29270496256969963,0.023614658,2254.8914456386988,2255.5278460911454,2250.554139642324,2251.9313910212645,0.2536182397630766,5.707815793875916,3.8096274728844173,3.803162137291692,3.748146064059943,3.7475223327798064,1.8875752446370495,0.070749077
