Site,Latitude,Longitude,mean_wspeed_u,mean_wspeed_v,mean_wind_speed,sd_wind_speed,cv_wind_speed,min_wind_speed,max_wind_speed,wind_speed_range,wind_vector_magnitude,mean_wind_direction,wind_directional_constancy,wind_directional_variability,predominant_wind_sector,trade_wind_component,alongshore_wind_component,crossshore_wind_component,easterly_exposure,westerly_exposure,northerly_exposure,southerly_exposure,summer_wind_speed,autumn_wind_speed,winter_wind_speed,spring_wind_speed,seasonal_wind_range,dominant_wind_season,summer_winter_wind_diff,mean_wave_energy_proxy,extreme_wind_frequency,calm_wind_frequency,wind_transport_potential,wind_dispersal_symmetry,wind_retention_potential,wind_exposure_category,wind_directional_consistency_category,wind_seasonal_variability_category,wind_regime_type,mean_u,mean_v,,,,,,,,,current_directional_consistency_category,current_seasonal_variability_category,,mean_current_speed,sd_current_speed,cv_current_speed,min_current_speed,max_current_speed,current_speed_range,mean_current_direction,predominant_current_sector,alongshore_current_component,crossshore_current_component,summer_current_speed,autumn_current_speed,winter_current_speed,spring_current_speed,seasonal_current_range,dominant_current_season,summer_winter_current_diff,extreme_current_frequency,calm_current_frequency,current_transport_potential,current_dispersal_symmetry,current_retention_potential,current_flow_category,current_regime_type
Ahya_104a,-23.90709305,152.3869322,-3.495994751,2.055394635596976,4.551677663898196,1.8482266701420318,0.4060539446370097,0.1324088082902394,8.770703999647388,8.638295191357148,4.055444046008047,120.45248009654259,0.8909778647495088,0.1090221352504912,SE,3.9254250805975905,2.055394635596976,-3.495994751,0,3.4959947514636363,2.277362233606067,0.22196759800909088,5.070597776665441,5.875455174001867,3.7859051,3.4363140781354886,2.439141095866378,Autumn,1.2846926767471007,141.88703190488695,5.454545454545454,8.181818181818182,4.055444046008047,0.2319327049030182,0.023952077300025968,Sheltered,Consistent,High,Steady_Weak,0.007977289,-0.003960948,0.008906529,0.6691706756078023,0.3308293243921977,-0.008441609,0.008995065,0.001017776,0.001931309,0.005892257,Moderate,Low,current,0.013309801144381288,0.00680391,0.5111954435850493,7.037571902299277e-4,0.038005215,0.037301458,296.4056905904862,NW,-0.003960948,0.007977289,0.015015515321674978,0.011772089965071343,0.011670390807889676,0.014654859284571106,0.003345125,Summer,0.003345125,5.454545454545454,100,0.008906529,0.40064551042749075,24.856068156349338,Low_Flow,Steady_Weak
Ahya_104b,-14.65095445,145.6384332,-4.810545924,4.0968638594562625,6.506764089516414,3.1274704694912567,0.4806491255046703,0.11155513045763127,11.047322711963423,10.935767581505791,6.318674352242643,130.41911669845402,0.971093199,0.028906801,SE,6.298489860678819,4.0968638594562625,-4.810545924,0.048595877732322566,4.859141801717471,4.132406963,0.035543104,2.518719819407971,7.220436479770236,9.229982632960839,7.353328113,6.711262813552867,Winter,6.711262813552867,450.12514314051424,5.454545454545454,11.818181818181818,6.318674352242643,0.26068536406048337,0.004442577,Exposed,Consistent,High,Steady_Strong,-0.128654148,0.15934379414955885,0.20479827737380665,0.9780645246166576,0.021935475383342395,0.20364529754210936,1.745671256889682e-4,0.12882871467368548,0.15934379414955885,0,Consistent,Low,current,0.20939137676430422,0.053840295,0.25712756447646745,0.099754366,0.3410508470893704,0.2412964809024573,141.08260054996148,SE,0.15934379414955885,-0.128654148,0.18726641339160646,0.20852775673972634,0.22288001321719625,0.22053020988444322,0.0356136,Winter,0.0356136,5.454545454545454,0,0.20479827737380665,0.38558048790704214,0.10475825567560727,High_Flow,Steady_Strong
Ahya_105a,-23.90711107,152.3869396,-3.495989535,2.055394585189922,4.551674477244389,1.8482272899640462,0.4060543650922449,0.1323996569716596,8.770701534877993,8.638301877906335,4.055439524,120.45251683249452,0.890977495,0.109022505,SE,3.925421356600774,2.055394585189922,-3.495989535,0,3.495989535343886,2.2773624196342843,0.22196783444436222,5.0705957847367396,5.875451856364782,3.785900980265441,3.436310672240789,2.4391411841239927,Autumn,1.2846948044712985,141.88682844791754,5.454545454545454,8.181818181818182,4.055439524,0.23193331315283805,0.023952175,Sheltered,Consistent,High,Steady_Weak,0.008341879,-0.004821454,0.009635007,0.7308579664341875,0.26914203356581246,-0.009307882,0.009141822,7.99943502859389e-4,0.00147712,0.006298574,Consistent,Low,current,0.013183145869299242,0.006907263,0.5239464968287837,4.829808109441275e-4,0.038342262,0.037859281,300.0271317044536,NW,-0.004821454,0.008341879,0.015038332914199808,0.011434462558879756,0.011452564776844622,0.014669801964687555,0.00360387,Summer,0.003585768,5.454545454545454,100,0.009635007,0.3672315498223391,20.415615228273193,Low_Flow,Steady_Weak
Ahya_105b,-14.65096434,145.6384742,-4.810533118,4.096854205077904,6.506748326,3.127463610579775,0.48064923579185237,0.1115593087365873,11.047292924306525,10.935733615569937,6.318658342903761,130.41912534141505,0.9710930907309547,0.028906909269045267,SE,6.2984739786056245,4.096854205077904,-4.810533118,0.048596266603624094,4.859129384,4.132397161936844,0.035542957,2.518713854138163,7.220419664143117,9.229962228608821,7.353307519666504,6.711248374470658,Winter,6.711248374470658,450.12195468402297,5.454545454545454,11.818181818181818,6.318658342903761,0.2606855411644666,0.004442604,Exposed,Consistent,High,Steady_Strong,-0.128654818,0.15930277043928015,0.20476678142453866,0.9780495743418283,0.021950425658171735,0.20361676323419622,1.748267109656425e-4,0.1288296443639972,0.15930277043928015,0,Consistent,Low,current,0.20936237466524646,0.053843246630633564,0.257177283,0.099737755,0.3411194519024851,0.24138169731507447,141.07524366250146,SE,0.15930277043928015,-0.128654818,0.18729300988135875,0.2084677222821007,0.22281441394299845,0.2205091203162974,0.035521404,Winter,0.035521404,5.454545454545454,0,0.20476678142453866,0.38549217423264226,0.10484417600473196,High_Flow,Steady_Strong
Ahya_105b_R2023,-14.650915,145.6384266,-4.81055231,4.096866268645311,6.506771078632453,3.127475274675543,0.4806493477150042,0.1115582932079642,11.047336674956652,10.935778381748687,6.318680775930909,130.41909578654528,0.9710931427541362,0.028906857245863837,SE,6.298496079658742,4.096866268645311,-4.81055231,0.048596151,4.8591484608851205,4.132409465418955,0.035543197,2.518719490961726,7.220442025104103,9.229993698766467,7.353340328413866,6.711274207804742,Winter,6.711274207804742,450.1267408853791,5.454545454545454,11.818181818181818,6.318680775930909,0.260685177,0.004442581,Exposed,Consistent,High,Steady_Strong,-0.128645183,0.15936703616741787,0.2048107303612871,0.9780751031343173,0.021924896865682664,0.2036553930873529,1.7434074828908108e-4,0.12881952353542955,0.15936703616741787,0,Consistent,Low,current,0.2094018441988302,0.053840351723370115,0.25711498353494866,0.099765065,0.34103385077893283,0.24126878625724277,141.08863634260882,SE,0.15936703616741787,-0.128645183,0.18726780278483127,0.20854888269544872,0.2228968154898468,0.22053343444845325,0.035629012705015534,Winter,0.035629012705015534,5.454545454545454,0,0.2048107303612871,0.3856540123639507,0.10470250130588461,High_Flow,Steady_Strong
Ahya_106a,-23.90711007,152.3869808,-3.495991369,2.055389558151494,4.551671428680419,1.8482270217896053,0.4060545781366796,0.1323915512074648,8.770703994792305,8.638312443584839,4.055438556795584,120.4524424775149,0.8909778792998909,0.10902212070010908,SE,3.9254190985449124,2.055389558151494,-3.495991369,0,3.495991369009091,2.2773569604242208,0.22196740227272724,5.070595969766042,5.8754462755559596,3.785892268455425,3.436312346049019,2.4391339295069407,Autumn,1.2847037013106166,141.88660068844888,5.454545454545454,8.181818181818182,4.055438556795584,0.23193239587097825,0.023952106914649555,Sheltered,Consistent,High,Steady_Weak,0.008024574,-0.003961724,0.008949248,0.6710817489049451,0.3289182510950549,-0.008475592,0.009042452,0.001017878,0.001920843,0.005882567,Moderate,Low,current,0.013335556,0.006812063,0.5108195596063069,6.827876437460436e-4,0.038005436757803865,0.037322649,296.2755067934215,NW,-0.003961724,0.008024574,0.015035502392737902,0.011782422774251488,0.011698588973480173,0.014699787294878763,0.003336913,Summer,0.003336913,5.454545454545454,100,0.008949248,0.39825726567662456,24.664757493862744,Low_Flow,Steady_Weak
Ahya_106b,-14.65101538,145.6384382,-4.810537223,4.096861163161458,6.506754776739513,3.1274635765863152,0.4806487540865132,0.11154952727328063,11.04730390112442,10.93575437385114,6.3186659800856475,130.4191492377868,0.9710933017905871,0.028906698,SE,6.2984818018643445,4.096861163161458,-4.810537223,0.04859539,4.859132613086446,4.132404136001919,0.035542973,2.518721081170568,7.220429622960577,9.229967326106978,7.353310980095406,6.711246245,Winter,6.711246245,450.12296302518575,5.454545454545454,11.818181818181818,6.3186659800856475,0.260685643,0.004442568,Exposed,Consistent,High,Steady_Strong,-0.128668382,0.15931123916403298,0.204781893,0.9780492146274187,0.021950785372581327,0.20363234326877377,1.7490261544950126e-4,0.128843285,0.15931123916403298,0,Consistent,Low,current,0.20937790204541015,0.053839788715776306,0.2571416954216088,0.099739106,0.3410695883044121,0.2413304824671188,141.07377977266586,SE,0.15931123916403298,-0.128668382,0.18726077700647772,0.20850091441983004,0.22286081072807998,0.22052741158569233,0.035600034,Winter,0.035600034,5.454545454545454,0,0.204781893,0.38547295981323404,0.1048381188183871,High_Flow,Steady_Strong
Ahya_107a,-23.90711091,152.3869516,-3.495990043,2.055393121282606,4.551673573613961,1.8482272150062626,0.4060544292368483,0.13239725076296158,8.770702238821267,8.638304988058305,4.055439219572266,120.45249536841845,0.890977605,0.10902239495344401,SE,3.925420680416313,2.055393121282606,-3.495990043,0,3.495990042981967,2.2773608310961846,0.22196770981357825,5.070595828601808,5.875450214801137,3.785898423092673,3.436311142405572,2.4391390723955646,Autumn,1.2846974055091347,141.88676111152753,5.454545454545454,8.181818181818182,4.055439219572266,0.23193304914302038,0.023952155880739456,Sheltered,Consistent,High,Steady_Weak,1.28399826708028e-4,0.002235048,0.002238733,0.1487666196841979,0.8512333803158021,0.001489625,0.004796469,0.004668069,0.006371115,0.004136067,Variable,Low,current,0.015048622905549926,0.009300588,0.6180358088909496,4.7141457218451377e-4,0.041807826,0.041336411,183.28793483935158,S,0.002235048,1.28399826708028e-4,0.014922539679013492,0.018021043774308614,0.013990681797579256,0.013269565869560304,0.004751478,Autumn,9.318578814342358e-4,5.454545454545454,100,0.002238733,0.9914676693333399,56.56553331546819,Low_Flow,Variable_Weak
Ahya_107b,-14.65099091,145.6384361,-4.81054079,4.096862292729402,6.506758603502995,3.1274663897857393,0.4806489037570917,0.11155177419913834,11.047311621669792,10.935759847470653,6.318669427721535,130.41913606730185,0.9710932605244954,0.028906739475504595,SE,6.2984851224850225,4.096862292729402,-4.81054079,0.048595585359919674,4.8591363752540015,4.132405319,0.035543026,2.5187205954799987,7.220432461049054,9.229973594177812,7.353317986121633,6.711252998697813,Winter,6.711252998697813,450.1238568732888,5.454545454545454,11.818181818181818,6.318669427721535,0.26068552976527093,0.004442571,Exposed,Consistent,High,Steady_Strong,-0.128662652,0.15932459529305232,0.20478868289303637,0.9780554842131657,0.021944515786834318,0.20363773533552187,1.7476540988129816e-4,0.12883741723926687,0.15932459529305232,0,Consistent,Low,current,0.2093835024684581,0.053839991351107994,0.25713578537171783,0.099745356,0.34106176592493254,0.24131641,141.0773749627253,SE,0.15932459529305232,-0.128662652,0.1872629728301501,0.2085120467089793,0.22286887946489867,0.22052866862079007,0.035605907,Winter,0.035605907,5.454545454545454,0,0.20478868289303637,0.38551676558773995,0.10480537161775712,High_Flow,Steady_Strong
Ahya_108b,-14.6509723,145.6384345,-4.810543462,4.096863129900432,6.506761466915517,3.127468501364138,0.4806490167598985,0.11155347496040545,11.04731740221919,10.935763927258783,6.3186720048953715,130.4191261363366,0.9710932292544439,0.028906770745556143,SE,6.298487603956766,4.096863129900432,-4.810543462,0.048595733,4.859139195505696,4.132406196506017,0.035543067,2.5187202206156822,7.220434578,9.229978291656506,7.353323240288987,6.711258071040824,Winter,6.711258071040824,450.1245263826592,5.454545454545454,11.818181818181818,6.3186720048953715,0.260685444,0.004442574,Exposed,Consistent,High,Steady_Strong,-0.128658311,0.15933457873961837,0.20479372283983394,0.9780601716611068,0.021939828338893186,0.20364172511201695,1.7466280988845176e-4,0.12883297358873816,0.15933457873961837,0,Consistent,Low,current,0.20938765198057158,0.05384014,0.2571313985087157,0.099750032,0.3410559404581466,0.2413059087776176,141.0800746668619,SE,0.15933457873961837,-0.128658311,0.18726464494267295,0.2085203194866036,0.2228748330697453,0.220529552,0.035610188,Winter,0.035610188,5.454545454545454,0,0.20479372283983394,0.3855496751509133,0.10478090819285232,High_Flow,Steady_Strong
Ahya_108b_R2023,-14.650979,145.6384282,-4.810544455,4.096864404751445,6.506762879900448,3.127468730747529,0.48064894763698207,0.11155200422409321,11.047319906849093,10.9357679,6.318673587364223,130.4191290998871,0.9710932615790814,0.028906738,SE,6.298489207472848,4.096864404751445,-4.810544455,0.048595601,4.859140056093985,4.132407478511625,0.035543074,2.5187214052001536,7.220436502426171,9.22997968,7.353324411916168,6.7112582744665765,Winter,6.7112582744665765,450.1247719869243,5.454545454545454,11.818181818181818,6.318673587364223,0.26068545239644214,0.004442568,Exposed,Consistent,High,Steady_Strong,-0.128660155,0.15933716034011214,0.20479689013037064,0.9780606546804076,0.021939345319592407,0.20364485479768762,1.746636446754864e-4,0.1288348188669528,0.15933716034011214,0,Consistent,Low,current,0.20939078691115567,0.053839584,0.25712489647227266,0.099750799,0.34104685703746307,0.24129605796596798,141.08012693487882,SE,0.15933716034011214,-0.128660155,0.1872593869053464,0.20852691489065237,0.22288341319800312,0.22053279561401412,0.035624026,Winter,0.035624026,5.454545454545454,0,0.20479689013037064,0.3855500658829477,0.10477703266333896,High_Flow,Steady_Strong
Ahya_109b,-14.65097532,145.6384242,-4.810546029,4.096865415602791,6.506764754235855,3.1274696769874852,0.4806489546055167,0.11155187783113428,11.047323503681833,10.935771625850698,6.318675441055946,130.41912682458107,0.9710932667332927,0.028906733,SE,6.298491035202755,4.096865415602791,-4.810546029,0.048595587934822465,4.859141616801122,4.1324085088617375,0.035543093258946376,2.5187218947773475,7.2204383600623085,9.229982255692816,7.353327088593058,6.711260360915468,Winter,6.711260360915468,450.1251648,5.454545454545454,11.818181818181818,6.318675441055946,0.2606854234687568,0.004442566,Exposed,Consistent,High,Steady_Strong,-0.128659463,0.1593424480064212,0.20480056919476916,0.9780627479196452,0.021937252080354797,0.2036481042298811,1.746238953315608e-4,0.12883408684237788,0.1593424480064212,0,Consistent,Low,current,0.20939410035847209,0.053839347301892035,0.2571196953960107,0.09975304,0.341039712,0.24128667234897644,141.08120696119946,SE,0.1593424480064212,-0.128659463,0.18725722563327052,0.20853369409231776,0.22289035415845318,0.2205348960480099,0.035633129,Winter,0.035633129,5.454545454545454,0,0.20480056919476916,0.3855630950118085,0.10476537802545216,High_Flow,Steady_Strong
