Site,Variable,Latitude,Longitude,seasonal_mean_Autumn,seasonal_mean_Spring,seasonal_mean_Summer,seasonal_mean_Winter,seasonal_sd_Autumn,seasonal_sd_Spring,seasonal_sd_Summer,seasonal_sd_Winter,seasonal_n_Autumn,seasonal_n_Spring,seasonal_n_Summer,seasonal_n_Winter,seasonal_range,dominant_season
Ahya_101a,wspeed_u,-23.90718332,152.3868906,-4.364122996037037,-2.891794975296296,-4.489161675482759,-2.1592968511111112,1.502341909679104,1.4245670512721136,1.1538583500214585,1.1398929948108418,27,27,29,27,2.3298648243716475,Winter
Ahya_101a,wspeed_v,-23.90718332,152.3868906,3.632437257990927,8.95249803158175e-5,1.6286244703888075,2.9943765789691112,1.7897448068844013,1.7354471133607021,1.953418761110128,1.6917513565044637,27,27,29,27,3.6323477330106115,Autumn
Ahya_101b,u,-14.65092226,145.6384919,-0.10999106244798545,-0.16767099178983177,-0.09498377429760081,-0.14442207760914014,0.026510044843689497,0.026138006449774657,0.04429766954445372,0.023915858536498913,27,27,29,27,0.07268721749223096,Summer
Ahya_101b,v,-14.65092226,145.6384919,0.17612187761580975,0.14029001306716465,0.15292782240289476,0.16835233497464552,0.04813721658633652,0.04863117792589232,0.06964449045165343,0.044309689039236926,27,27,29,27,0.03583186454864509,Autumn
Ahya_101b,wspeed_u,-14.65092226,145.6384919,-5.143218140816386,-6.048120184818005,-1.6921240102708963,-6.589662175827043,1.82834524370344,1.0698010773169,1.8556987261267697,0.6042673215371847,27,27,29,27,4.897538165556147,Summer
Ahya_101b,wspeed_v,-14.65092226,145.6384919,5.024440703209051,4.110718790885375,1.0513358178869971,6.426502112850133,2.1916088374196465,1.5277775558651407,1.2531569845610206,1.0524301910547036,27,27,29,27,5.375166294963136,Winter
Ahya_102a,u,-23.90717134,152.3868998,0.007908925797018618,0.014544829006444914,0.009539794468342622,0.010646323065569665,0.009969002816011636,0.0060409801944189415,0.010812564031546686,0.006908645092800311,27,27,29,27,0.006635903209426296,Spring
Ahya_102a,v,-23.90717134,152.3868998,-0.003155454756884812,-0.007386610814814815,-0.006711279916589801,-0.004372107642120181,0.011755545424881431,0.007666973076044593,0.011788784464928639,0.008575490835261983,27,27,29,27,0.004231156057930003,Autumn
Ahya_102a,wspeed_u,-23.90717134,152.3868998,-4.364122840814815,-2.8917944735185186,-4.4891613870689655,-2.1592962234814816,1.5023421787544717,1.4245673956797265,1.1538583320331641,1.1398932790985563,27,27,29,27,2.329865163587484,Winter
Ahya_102a,wspeed_v,-23.90717134,152.3868998,3.6324364398365327,8.964209800195106e-5,1.6286244753152637,2.9943758725121152,1.789744539105017,1.7354473725440234,1.9534189888804079,1.6917508891581343,27,27,29,27,3.632346797738531,Autumn
Ahya_102b,u,-14.65098512,145.6384826,-0.11000139903456137,-0.1676982561644544,-0.09498910303752858,-0.1444440391253247,0.026514270381182564,0.026142403149109122,0.04430825126566678,0.023920891754214402,27,27,29,27,0.07270915312692583,Summer
Ahya_102b,v,-14.65098512,145.6384826,0.17610967916393513,0.14026658018705024,0.15290046679571473,0.168341089695869,0.04813364664019656,0.04862620609999798,0.06964272415590256,0.04430365469733284,27,27,29,27,0.035843098976884896,Autumn
Ahya_102b,wspeed_u,-14.65098512,145.6384826,-5.143214388916828,-6.048109074236005,-1.6921309188996232,-6.5896512958542806,1.8283412970533457,1.0698000381350443,1.8556938481222929,0.6042667336593686,27,27,29,27,4.897520376954658,Summer
Ahya_102b,wspeed_v,-14.65098512,145.6384826,5.024443462427304,4.110716053821297,1.051340412534206,6.426500835146426,2.1916074461874464,1.5277775679486134,1.2531574326900452,1.052429948307393,27,27,29,27,5.37516042261222,Winter
Ahya_102b_R2023,u,-14.65102,145.6384435,-0.11002263236234076,-0.16771056662125702,-0.09496525518805712,-0.14447543770397483,0.026519492236541663,0.026133104287819932,0.044303823682252344,0.023906836455204583,27,27,29,27,0.0727453114331999,Summer
Ahya_102b_R2023,v,-14.65102,145.6384435,0.17614621919243018,0.14028342470535446,0.15287915691546666,0.1683846803763789,0.048130207448941295,0.04861754395038386,0.06962953549747915,0.044283440287356944,27,27,29,27,0.035862794487075716,Autumn
Ahya_102b_R2023,wspeed_u,-14.65102,145.6384435,-5.143220788596675,-6.048116384433066,-1.692142720245846,-6.589652791258645,1.8283402039537466,1.0698012857919466,1.8556916983855043,0.6042662200747129,27,27,29,27,4.8975100710128,Summer
Ahya_102b_R2023,wspeed_v,-14.65102,145.6384435,5.024454949664383,4.110720618321345,1.0513440424895406,6.426513508208732,2.191608503581163,1.5277808784897122,1.2531589203343103,1.0524313007399155,27,27,29,27,5.375169465719191,Winter
Ahya_103a,u,-23.90710185,152.3869429,-0.005050407148311521,0.006446409780443038,-0.004106197827866918,0.00349262195575279,0.01248779164595641,0.008918765503424811,0.012711751442261662,0.009488335451348804,27,27,29,27,0.01149681692875456,Spring
Ahya_103a,v,-23.90710185,152.3869429,0.007863086613396002,-0.0037839713403552,2.5092157361172423e-4,0.004770208140721294,0.013711780697811643,0.00999079137360764,0.014074646219242148,0.010776092313475703,27,27,29,27,0.011647057953751202,Autumn
Ahya_103a,wspeed_u,-23.90710185,152.3869429,-4.366035156769332,-2.892895348157883,-4.489705421792623,-2.1617256263077573,1.5022111624532206,1.4248421124971666,1.1538941086307641,1.1403589654832558,27,27,29,27,2.3279797954848656,Winter
Ahya_103a,wspeed_v,-23.90710185,152.3869429,3.6308520191623117,8.179788005401517e-4,1.6289253116814946,2.992569953160879,1.789011053247649,1.7356916612648077,1.953170032944888,1.6906241602648213,27,27,29,27,3.6300340403617715,Autumn
Ahya_103b,u,-14.65098856,145.6384714,-0.1100070513292397,-0.16769891927960776,-0.0949807960825386,-0.14445152046543092,0.02651543858633733,0.0261388771311261,0.044305481981586715,0.023915721664088844,27,27,29,27,0.07271812319706916,Summer
Ahya_103b,v,-14.65098856,145.6384714,0.17612306271666114,0.14027501727256633,0.1528970559864831,0.16835663666720257,0.04813298194581853,0.04862401971186495,0.06963867522503145,0.044297866738490364,27,27,29,27,0.03584804544409481,Autumn
Ahya_103b,wspeed_u,-14.65098856,145.6384714,-5.143216914066768,-6.048112808240966,-1.6921338662000174,-6.58965312669921,1.82834143481823,1.0698005701555682,1.8556937598465566,0.6042666414647532,27,27,29,27,4.897519260499193,Summer
Ahya_103b,wspeed_v,-14.65098856,145.6384714,5.024446828331152,4.110717869561668,1.0513410156065472,6.426505085240607,2.1916079601602703,1.5277786360458634,1.2531578583364018,1.052430415367253,27,27,29,27,5.37516406963406,Winter
Ahya_103b_R2023,u,-14.650971,145.6384252,-0.11002840026017394,-0.1676879825138768,-0.09493989379443678,-0.14447502165805662,0.026518683325346997,0.026120431564331924,0.04428673575439469,0.02388905761419954,27,27,29,27,0.07274808871944001,Summer
Ahya_103b_R2023,v,-14.650971,145.6384252,0.17619224582614798,0.14032746851340358,0.15289655395202797,0.16843540828401862,0.04813187773347197,0.048616517988119175,0.06962078086073387,0.04427423867169244,27,27,29,27,0.0358647773127444,Autumn
Ahya_103b_R2023,wspeed_u,-14.650971,145.6384252,-5.1432305733541765,-6.048136030594812,-1.692143776805012,-6.589667427517586,1.828344197225508,1.0698035954738414,1.855695969482686,0.6042665350859787,27,27,29,27,4.897523650712574,Summer
Ahya_103b_R2023,wspeed_v,-14.650971,145.6384252,5.024460947393361,4.110727774318995,1.0513413589936202,6.426525470459057,2.1916110878658843,1.52778358701732,1.253159599458983,1.0524327130486153,27,27,29,27,5.375184111465437,Winter
Ahya_104a,u,-23.90709305,152.3869322,0.0051543891315691,0.011969729488140169,0.006573518189314714,0.008315502504072968,0.009217744749101637,0.005787050356744194,0.010145134478859211,0.0064406725742927225,27,27,29,27,0.006815340356571069,Spring
Ahya_104a,v,-23.90709305,152.3869322,-0.002138492688954163,-0.0053548885925925925,-0.005312803700441998,-0.0029374706622340863,0.009839923322098784,0.006603795831902101,0.009967287831002484,0.007348986524931612,27,27,29,27,0.0032163959036384296,Autumn
Ahya_104a,wspeed_u,-23.90709305,152.3869322,-4.366036860074074,-2.8928977726666667,-4.489706819275862,-2.1617292525185183,1.5022101318416117,1.4248410340163566,1.153894201901735,1.1403582031282555,27,27,29,27,2.327977566757344,Winter
Ahya_104a,wspeed_v,-23.90709305,152.3869322,3.630854048011741,8.178692551164814e-4,1.628925437393524,2.9925714987055567,1.7890115947922982,1.7356908199962122,1.9531690839404163,1.6906252909869868,27,27,29,27,3.6300361787566247,Autumn
Ahya_104b,u,-14.65095445,145.6384332,-0.11002324901806129,-0.1676813896480122,-0.09494281895456043,-0.14446626802271773,0.02651712610590376,0.02612116861401951,0.0442856510024762,0.02389044792149487,27,27,29,27,0.07273857069345178,Summer
Ahya_104b,v,-14.65095445,145.6384332,0.17618846295578486,0.14032874829848246,0.15290461275760014,0.16843032898577223,0.04813302858159028,0.048618745093989835,0.06962319001390406,0.04427849154990097,27,27,29,27,0.035859714657302394,Autumn
Ahya_104b,wspeed_u,-14.65095445,145.6384332,-5.143230183733268,-6.048136744635572,-1.6921407113758364,-6.589669034907717,1.828345042632277,1.0698035719498176,1.8556971423918387,0.6042667173143808,27,27,29,27,4.897528323531881,Summer
Ahya_104b,wspeed_v,-14.65095445,145.6384332,5.024458637463975,4.1107275075603384,1.0513399971316573,6.426523655841274,2.1916111545971764,1.5277830544005304,1.2531592850024396,1.05243253750151,27,27,29,27,5.3751836587096165,Winter
Ahya_105a,u,-23.90711107,152.3869396,0.005841722001935708,0.012049053874139298,0.007261635614409224,0.008295121642525329,0.00873394718348018,0.005427113322404563,0.00952740697779374,0.005952802647300593,27,27,29,27,0.00620733187220359,Spring
Ahya_105a,v,-23.90711107,152.3869396,-0.0035526094607285226,-0.005630912521509476,-0.006063204098666944,-0.00394710975068258,0.009460797855970753,0.0062793159702299595,0.009553458928124743,0.007033056579390675,27,27,29,27,0.002510594637938422,Autumn
Ahya_105a,wspeed_u,-23.90711107,152.3869396,-4.366031564890697,-2.8928930303120906,-4.4897042342559565,-2.1617208157010896,1.5022115675061727,1.424841829868535,1.1538940292508812,1.1403583006198346,27,27,29,27,2.327983418554867,Winter
Ahya_105a,wspeed_v,-23.90711107,152.3869396,3.6308543830820437,8.167603227607612e-4,1.6289247763446495,2.992572777220995,1.7890122163365194,1.7356913956022118,1.9531706259084805,1.6906258826200715,27,27,29,27,3.630037622759283,Autumn
Ahya_105b,u,-14.65096434,145.6384742,-0.11000370233708304,-0.167688418306868,-0.09497794498648937,-0.1444437881421704,0.026513915851557976,0.02613683561723209,0.04430101250343954,0.02391321718298216,27,27,29,27,0.07271047332037864,Summer
Ahya_105b,v,-14.65096434,145.6384742,0.17612931649394137,0.14028519716659577,0.15290754037212967,0.16836274847016863,0.048134320505983694,0.04862573648090422,0.06963894068858613,0.04429963015308182,27,27,29,27,0.0358441193273456,Autumn
Ahya_105b,wspeed_u,-14.65096434,145.6384742,-5.143218630651866,-6.048117532749694,-1.6921314522014304,-6.589657571242148,1.8283429960333315,1.069801031756322,1.8556956620486063,0.6042668633484383,27,27,29,27,4.897526119040718,Summer
Ahya_105b,wspeed_v,-14.65096434,145.6384742,5.024446089976637,4.110719130318773,1.051339279507849,6.426506018698735,2.1916085573254653,1.5277787413192572,1.2531577276831305,1.0524305584910387,27,27,29,27,5.375166739190886,Winter
Ahya_105b_R2023,u,-14.650915,145.6384266,-0.1100236436167304,-0.16766417352920684,-0.09492942743667197,-0.14446094992524658,0.02651574946047631,0.02611405220391332,0.04427494628611067,0.023880713038600152,27,27,29,27,0.07273474609253487,Summer
Ahya_105b_R2023,v,-14.650915,145.6384266,0.17621347719648853,0.14035546296739845,0.15291943388701548,0.16845737078768774,0.04813466298098809,0.04861940930456066,0.0696193824584202,0.04427546302646378,27,27,29,27,0.035858014229090074,Autumn
Ahya_105b_R2023,wspeed_u,-14.650915,145.6384266,-5.143235762863347,-6.048148796894441,-1.6921395856773744,-6.58967862872961,1.8283478919383407,1.0698049266348018,1.8557003444111917,0.6042670078437621,27,27,29,27,4.897539043052236,Summer
Ahya_105b_R2023,wspeed_v,-14.650915,145.6384266,5.024460867761203,4.1107315920415335,1.0513376260172764,6.426529703029973,2.191612723984779,1.5277843533357813,1.25315950638351,1.05243327340567,27,27,29,27,5.375192077012697,Winter
Ahya_106a,u,-23.90711007,152.3869808,0.005194111972842971,0.012033115427768156,0.006609912146316462,0.008365945572719977,0.0092463436133773,0.0058056904940722385,0.010178912079227904,0.006464714518699067,27,27,29,27,0.006839003454925186,Spring
Ahya_106a,v,-23.90711007,152.3869808,-0.0021472356037406564,-0.00534752025925926,-0.005315286336484361,-0.0029365898905877657,0.00980842037217222,0.006586513761318399,0.009936211503119515,0.007327943593881372,27,27,29,27,0.0032002846555186032,Autumn
Ahya_106a,wspeed_u,-23.90711007,152.3869808,-4.366036955592593,-2.892892594925926,-4.489703552172414,-2.1617240634814814,1.5022134361421045,1.424845834854996,1.1538939842894944,1.1403624814528555,27,27,29,27,2.3279794886909326,Winter
Ahya_106a,wspeed_v,-23.90711007,152.3869808,3.6308415323535663,8.206195060001223e-4,1.6289259582810982,2.992560018752006,1.7890072424265535,1.7356946508695823,1.9531717082748765,1.6906175457123893,27,27,29,27,3.630020912847566,Autumn
Ahya_106b,u,-14.65101538,145.6384382,-0.11002487278785808,-0.16770811987607886,-0.09495998594976135,-0.14447746934161035,0.026519724264785143,0.026130649258385614,0.044301065310501056,0.02390333099392995,27,27,29,27,0.07274813392631752,Summer
Ahya_106b,v,-14.65101538,145.6384382,0.17615529780381425,0.1402908935481529,0.15288022663204348,0.16839490997078718,0.04813021845669605,0.04861681740633499,0.06962739126824553,0.0442807615588916,27,27,29,27,0.03586440425566134,Autumn
Ahya_106b,wspeed_u,-14.65101538,145.6384382,-5.143222630658489,-6.048119709721511,-1.6921436653524304,-6.589655003259056,1.8283407064778834,1.069801702594427,1.8556921702007172,0.6042662309231496,27,27,29,27,4.897511337906625,Summer
Ahya_106b,wspeed_v,-14.65101538,145.6384382,5.024456585412942,4.110721956256128,1.0513438986087233,6.42651608381639,2.191608947290683,1.5277814910799348,1.2531591178829828,1.0524315951159173,27,27,29,27,5.375172185207666,Winter
Ahya_107a,u,-23.90711091,152.3869516,-0.00504053144776803,0.006459826570788278,-0.0040980330702491624,0.003505406357539339,0.012494155700117936,0.00892279485764459,0.012718493565542216,0.00949369892848416,27,27,29,27,0.011500358018556308,Spring
Ahya_107a,v,-23.90711091,152.3869516,0.007857861396669037,-0.0037851746044696728,2.467454479005875e-4,0.004768039876847723,0.013706076905703517,0.00998723753387777,0.014069193718889336,0.010771850832324386,27,27,29,27,0.01164303600113871,Autumn
Ahya_107a,wspeed_u,-23.90711091,152.3869516,-4.3660331077808,-2.8928928796659026,-4.489704022681188,-2.1617217188592925,1.5022121187878743,1.4248429999280805,1.1538940152811135,1.1403595183653599,27,27,29,27,2.3279823038218956,Winter
Ahya_107a,wspeed_v,-23.90711091,152.3869516,3.6308506432204224,8.178782863567554e-4,1.6289251171359262,2.992569069017104,1.7890107712921317,1.7356923462424372,1.9531709487983402,1.6906234583327742,27,27,29,27,3.630032764934066,Autumn
Ahya_107b,u,-14.65099091,145.6384361,-0.11002432575570767,-0.167697315635294,-0.09495292270488616,-0.14447306019383957,0.02651869062158166,0.026126765024514127,0.044294761529185045,0.023898031170112684,27,27,29,27,0.07274439293040784,Summer
Ahya_107b,v,-14.65099091,145.6384361,0.1761689713431029,0.14030640563427635,0.1528901002937896,0.16840953316024507,0.04813135237827216,0.04861756731429498,0.06962562749605976,0.04427975863605664,27,27,29,27,0.03586256570882654,Autumn
Ahya_107b,wspeed_u,-14.65099091,145.6384361,-5.14322572774948,-6.048126669871521,-1.6921425083376902,-6.589660718918111,1.8283424671310449,1.0698024684270944,1.85569418529638,0.6042664270440743,27,27,29,27,4.8975182105804205,Summer
Ahya_107b,wspeed_v,-14.65099091,145.6384361,5.024457466220709,4.110724234566976,1.051342325768459,6.426519215988202,2.1916098497808574,1.5277821407682786,1.2531591921722312,1.0524319841367202,27,27,29,27,5.375176890219743,Winter
Ahya_108b,u,-14.6509723,145.6384345,-0.11002385987431366,-0.1676891564162698,-0.09494763321504704,-0.1444696808367166,0.026517903825658842,0.02612384969652609,0.04429004071337771,0.023894068645454777,27,27,29,27,0.07274152320122276,Summer
Ahya_108b,v,-14.6509723,145.6384345,0.17617917029525826,0.1403180078125012,0.15289752364550604,0.1684204321010681,0.0481322062216066,0.048618143419078545,0.06962432186244139,0.044279032567690536,27,27,29,27,0.03586116248275706,Autumn
Ahya_108b,wspeed_u,-14.6509723,145.6384345,-5.143228048252524,-6.048131892142045,-1.6921416231941175,-6.5896650134319374,1.8283437917966405,1.069803042174066,1.8556957028939862,0.6042665750142646,27,27,29,27,4.89752339023782,Summer
Ahya_108b,wspeed_v,-14.6509723,145.6384345,5.024458111756693,4.1107259396716405,1.051341137945759,6.4265215518539085,2.1916105266175223,1.5277826240913652,1.2531592455764031,1.0524322744942578,27,27,29,27,5.37518041390815,Winter
Ahya_108b_R2023,u,-14.650979,145.6384282,-0.11002743227164855,-0.16769161799704607,-0.09494401448520186,-0.14447504804166286,0.026518807549864746,0.026122488930344388,0.044289511984702275,0.023891951365630656,27,27,29,27,0.07274760351184421,Summer
Ahya_108b_R2023,v,-14.650979,145.6384282,0.17618474484045138,0.14032030361935333,0.1528937443726592,0.1684271385996478,0.048131609958948635,0.04861669362851119,0.06962221384405608,0.04427575059085473,27,27,29,27,0.03586444122109805,Autumn
Ahya_108b_R2023,wspeed_u,-14.650979,145.6384282,-5.143228983351608,-6.048132841525851,-1.6921435960842024,-6.589665054917084,1.8283435509633492,1.0698032200510532,1.855695279229541,0.604266484368869,27,27,29,27,4.897521458832882,Summer
Ahya_108b_R2023,wspeed_v,-14.650979,145.6384282,5.024459965341074,4.110726610252948,1.0513417903451119,6.426523520800447,2.191610668169345,1.527783145024443,1.2531594879049066,1.0524324829335188,27,27,29,27,5.375181730455335,Winter
Ahya_109b,u,-14.65097532,145.6384242,-0.11002917981224139,-0.16768976902143692,-0.09494001759089717,-0.14447662205665787,0.02651898767452842,0.02612062600247255,0.044287384505131346,0.023889270073057464,27,27,29,27,0.07274975143053976,Summer
Ahya_109b,v,-14.65097532,145.6384242,0.17619172233333086,0.1403260705340629,0.15289461856196193,0.16843499759221492,0.04813162344790727,0.04861613909436921,0.06962057172480013,0.04427370454710074,27,27,29,27,0.035865651799267956,Autumn
Ahya_109b,wspeed_u,-14.65097532,145.6384242,-5.143230388954307,-6.048135386157089,-1.6921443094145023,-6.589666750898693,1.8283439381626754,1.0698035392285878,1.8556956434123324,0.6042664934831029,27,27,29,27,4.89752244148419,Summer
Ahya_109b,wspeed_v,-14.65097532,145.6384242,5.024461212009104,4.110727635251172,1.0513416777534645,6.426525488349225,2.1916110079872015,1.5277836131976137,1.2531596389546982,1.0524327080595794,27,27,29,27,5.37518381059576,Winter
Ahya_10_Chicken,u,-18.654217,147.7098152,-0.05843608656875377,0.00990949824328044,-0.011547892113251499,-0.02994837782573124,0.03576624106466667,0.06219958592240601,0.05366423360918907,0.036748685313238945,27,27,29,27,0.0683455848120342,Spring
Ahya_10_Chicken,v,-18.654217,147.7098152,0.027383461301018843,-0.040203624545527505,-0.028638648475727554,0.014744876759774718,0.027995797706973604,0.02915049086345452,0.039357286095017485,0.022574468540380505,27,27,29,27,0.06758708584654635,Autumn
Ahya_10_Chicken,wspeed_u,-18.654217,147.7098152,-5.449302920996603,-4.745861402451242,-3.9667590212547026,-5.215634250985455,1.3742820240781608,1.1330662552591864,1.1756267990527787,0.8308721534164322,27,27,29,27,1.4825438997419003,Summer
Ahya_10_Chicken,wspeed_v,-18.654217,147.7098152,3.593813491614406,0.6805195987014858,0.6880197283235611,3.9963465476480096,1.6786995835843106,1.4539249974275545,1.2869936206909476,1.2887650159495727,27,27,29,27,3.3158269489465235,Winter
Ahya_10_Kelso,u,-18.446173,146.9912426,-0.04318188125925926,-0.02751509640740741,-0.02950344936228492,-0.040241332407407404,0.018515186399455864,0.02518875891042469,0.027403186926216797,0.014249162297892732,27,27,29,27,0.01566678485185185,Spring
Ahya_10_Kelso,v,-18.446173,146.9912426,0.018902650048306074,-0.06678446155555555,-0.03981158615764297,-0.001272607126058198,0.031238414780641682,0.03912685504572552,0.04029474294229221,0.03093099295014473,27,27,29,27,0.08568711160386162,Autumn
Ahya_10_Kelso,wspeed_u,-18.446173,146.9912426,-4.893169053925926,-4.292923885148149,-3.5661488820689655,-4.6142124805185185,1.2342097245001202,1.0728531098780543,1.0857405453527063,0.7558798488837384,27,27,29,27,1.3270201718569608,Summer
Ahya_10_Kelso,wspeed_v,-18.446173,146.9912426,3.387727686450188,0.36496064696386504,0.38809229741747026,3.907548375555767,1.7447921316668795,1.428869427666154,1.3682051627212348,1.328355864815196,27,27,29,27,3.542587728591902,Winter
Ahya_10_Lizard,u,-14.645963,145.4552607,-0.0799811778048903,-0.09429205653676284,0.0048247488037028215,-0.11361606951682014,0.03903590173217589,0.03612316597279447,0.04803818700963797,0.011529457691352293,27,27,29,27,0.11844081832052296,Summer
Ahya_10_Lizard,v,-14.645963,145.4552607,0.0659573566904769,0.022476737960734388,0.005303705993533685,0.0730572725304523,0.026680491352861335,0.034613259488759894,0.02618758051666265,0.020816514878378115,27,27,29,27,0.06775356653691861,Winter
Ahya_10_Lizard,wspeed_u,-14.645963,145.4552607,-5.241805102053001,-6.157578696457565,-1.807850236591481,-6.633227836467681,1.8238827567212135,1.0753594414737349,1.848401634755878,0.5934892672503506,27,27,29,27,4.8253775998762,Summer
Ahya_10_Lizard,wspeed_v,-14.645963,145.4552607,5.099233309160067,4.139823407177657,1.067315416618544,6.526719666646616,2.198604321159597,1.5433638271521415,1.25873302277437,1.0597647233945469,27,27,29,27,5.459404250028072,Winter
Ahya_10_Tydeman,u,-13.971456,144.5026016,-0.08254036456990706,-0.09034165173129816,-0.005325635624169056,-0.07231695469319567,0.05088703139911748,0.014466250978869472,0.04876366628448306,0.007384655605305871,27,27,29,27,0.0850160161071291,Summer
Ahya_10_Tydeman,v,-13.971456,144.5026016,0.007462132544238235,-0.03520790116302839,-0.02116016684994306,-0.018742378298030746,0.019179450692841434,0.011302196089253615,0.017274621008924414,0.01716771866046032,27,27,29,27,0.04267003370726662,Autumn
Ahya_10_Tydeman,wspeed_u,-13.971456,144.5026016,-5.920173851146696,-7.358927213533183,-1.9448174608816613,-7.938138464217937,2.2642880460239683,1.3129390684751399,1.9820099923385173,0.6140968957876035,27,27,29,27,5.993321003336276,Summer
Ahya_10_Tydeman,wspeed_v,-13.971456,144.5026016,4.2734060088323105,3.199621472365959,0.17197677509454581,5.828273524103413,2.131910032574964,1.5171263486705204,1.0622533695992455,1.0204103590660227,27,27,29,27,5.656296749008868,Winter
Ahya_10a,u,-21.95539883,152.2969731,-0.022038618962962962,-0.011225278192139787,-0.01740286279310345,-0.020179344185185185,0.012673294292826537,0.013011430468333147,0.014190658587268399,0.007724705828960703,27,27,29,27,0.010813340770823176,Spring
Ahya_10a,v,-21.95539883,152.2969731,0.007312746918428199,-5.486668300315603e-4,0.0018009345917822156,0.007923756569910274,0.009161239027788383,0.006841791371034106,0.009458358500745384,0.00688879345782593,27,27,29,27,0.008472423399941835,Winter
Ahya_10a,wspeed_u,-21.95539883,152.2969731,-5.141824238259259,-3.8407303591111113,-4.688208461206896,-3.666128811703704,1.291130029201439,1.3440210483314394,1.2763195062336345,1.106532890518359,27,27,29,27,1.4756954265555553,Winter
Ahya_10a,wspeed_v,-21.95539883,152.2969731,3.5102295277864455,0.7617387726792583,1.7356413809631333,3.04276752255343,1.6102447251273588,1.5265978377544032,1.6351909252117307,1.1872626957780896,27,27,29,27,2.7484907551071873,Autumn
Ahya_10b,u,-14.47368407,145.504462,-0.07942271457101961,-0.14177726171925978,-0.09936817233288539,-0.09932882120304308,0.023053760063012314,0.02908334406789728,0.042684427492493605,0.021789018887445864,27,27,29,27,0.062354547148240166,Autumn
Ahya_10b,v,-14.47368407,145.504462,0.0943950926987666,0.03868554473381093,0.04611034733144471,0.0788722896840173,0.027951913161555157,0.028801686810944013,0.0432756020103507,0.021748271468810122,27,27,29,27,0.05570954796495567,Autumn
Ahya_10b,wspeed_u,-14.47368407,145.504462,-5.241063904549849,-6.251311142191621,-1.661211828020162,-6.781065718832862,1.8815929735949344,1.0862092953776872,1.9068064912289873,0.597053375991413,27,27,29,27,5.119853890812699,Summer
Ahya_10b,wspeed_v,-14.47368407,145.504462,4.995102171230527,4.128182211177279,0.9830308587965908,6.4584190015009995,2.2062509496657126,1.5244523175506606,1.2377188345839985,1.0491865077299172,27,27,29,27,5.475388142704409,Winter
Ahya_110b,u,-14.65099636,145.6383884,-0.11004818764338875,-0.16769632937984452,-0.09491605036576102,-0.14450290305447078,0.026523240733526927,0.026110868180753182,0.04428055705514186,0.02387451960055233,27,27,29,27,0.0727802790140835,Summer
