Site,Latitude,Longitude,mean_u,mean_v,mean_wind_speed,sd_wind_speed,cv_wind_speed,min_wind_speed,max_wind_speed,wind_speed_range,vector_magnitude,mean_wind_direction,directional_constancy,directional_variability,predominant_wind_sector,trade_wind_component,alongshore_wind_component,crossshore_wind_component,easterly_exposure,westerly_exposure,northerly_exposure,southerly_exposure,summer_wind_speed,autumn_wind_speed,winter_wind_speed,spring_wind_speed,seasonal_wind_range,dominant_wind_season,summer_winter_wind_diff,mean_wave_energy_proxy,extreme_wind_frequency,calm_wind_frequency,wind_transport_potential,wind_dispersal_symmetry,wind_retention_potential,n_months,n_years,wind_exposure_category,directional_consistency_category,seasonal_variability_category,wind_regime_type,variable_type,mean_current_speed,sd_current_speed,cv_current_speed,min_current_speed,max_current_speed,current_speed_range,mean_current_direction,predominant_current_sector,alongshore_current_component,crossshore_current_component,summer_current_speed,autumn_current_speed,winter_current_speed,spring_current_speed,seasonal_current_range,dominant_current_season,summer_winter_current_diff,extreme_current_frequency,calm_current_frequency,current_transport_potential,current_dispersal_symmetry,current_retention_potential,current_exposure_category,current_regime_type
Ahya_104a,-23.90709305,152.3869322,2.8504082281145715,8.426346234606122,9.179112646724668,1.9727355581054902,0.21491571506200116,4.967690391579583,12.976704788850407,8.009014397270825,8.895399818578365,198.6893072230444,0.9690914754981748,0.03090852450182524,S,3.9427835758659753,8.426346234606122,2.8504082281145715,3.0670235495872986,0.2166153214727273,8.426346234606122,0,8.702671627013618,9.81334691872636,10.383606240689073,7.852117727855623,2.53148851283345,Winter,1.6809346136754542,877.2724782627347,5.454545454545454,0,8.895399818578365,0.6894679978536197,0.0033672671522180474,110,11,Exposed,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_104b,-14.65095445,145.6384332,-0.04889321837192192,8.25724367901219,9.370762483067555,1.765129462116751,0.18836561755846887,5.098066100283164,15.283577333395316,10.185511233112152,8.257388432270188,179.66074123167104,0.8811863972852613,0.11881360271473873,S,5.873325725604096,8.25724367901219,-0.04889321837192192,1.8964110594320862,1.9453042778040084,8.25724367901219,0,8.609040878816975,10.221024635627233,10.329493309877781,8.379914930485315,1.9495783793924666,Winter,1.7204524310608065,911.3990481906704,5.454545454545454,0,8.257388432270188,0.9947823649932149,0.012679181969389181,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_105a,-23.90711107,152.3869396,2.8504157816744526,8.426349481519056,9.1791173750333,1.9727362837583555,0.21491568341026893,4.967674485358603,12.976719794204662,8.009045308846058,8.895405314718113,198.6893466090089,0.9690915750694213,0.03090842493057866,S,3.942780530606715,8.426349481519056,2.8504157816744526,3.0670304235997725,0.21661464192532004,8.426349481519056,0,8.702678236654881,9.813351265327036,10.383611467926611,7.852120318252701,2.5314911496739105,Winter,1.6809332312717302,877.2738235753835,5.454545454545454,0,8.895405314718113,0.6894673349065752,0.003367254570101467,110,11,Exposed,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_105b,-14.65096434,145.6384742,-0.0488764566672601,8.25723385130484,9.370755393828656,1.7651302393703452,0.1883658430069379,5.098010773435012,15.283437496998564,10.185426723563552,8.25737850550348,179.66085713092187,0.8811860045927121,0.11881399540728788,S,5.873306924050555,8.25723385130484,-0.0488764566672601,1.8964199613876425,1.9452964180549028,8.25723385130484,0,8.609070162751088,10.221004159031299,10.329468040955337,8.379900340804872,1.9495677001504657,Winter,1.720397878204249,911.3971769095615,5.454545454545454,0,8.25737850550348,0.9947841497709513,0.012679233467724042,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_105b_R2023,-14.650915,145.6384266,-0.04889795110950176,8.257244557048448,9.370765554193646,1.7651280203247306,0.1883654019638548,5.098075738572593,15.283647071781248,10.185571333208655,8.25738933831565,179.66070842914178,0.8811862051783236,0.11881379482167642,S,5.873329693020325,8.257244557048448,-0.04889795110950176,1.8964111643608095,1.9453091154703113,8.257244557048448,0,8.609031254759893,10.221035324107602,10.329498924116182,8.37992147671193,1.949577447404252,Winter,1.7204676693562888,911.3997676376472,5.454545454545454,0,8.25738933831565,0.994781861649754,0.012679198314646166,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_106a,-23.90711007,152.3869808,2.8504274286353497,8.426344796761043,9.179117167584904,1.9727335469476222,0.21491539011116725,4.967694861627581,12.976761400728138,8.009066539100559,8.895404609112429,198.68942734107628,0.9690915201001709,0.030908479899829144,S,3.9427689823375256,8.426344796761043,2.8504274286353497,3.067042274398986,0.21661484576363635,8.426344796761043,0,8.7026793551134,9.81333284701259,10.3836092933596,7.852138864666731,2.5314704286928684,Winter,1.6809299382461997,877.2735129545197,5.454545454545454,0,8.895404609112429,0.6894660590343767,0.0033672606347132403,110,11,Exposed,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_106b,-14.65101538,145.6384382,-0.048887723873765714,8.257243466502887,9.370758425325919,1.7651317132151807,0.18836593935071896,5.098057372016406,15.283482287487237,10.185424915470831,8.257388187232703,179.66077934710583,0.8811867527089204,0.11881324729107956,S,5.873321690140421,8.257243466502887,-0.048887723873765714,1.8964097935383122,1.945297517412078,8.257243466502887,0,8.609052753336925,10.221010029603036,10.329487373716422,8.379906187016847,1.9495811866995751,Winter,1.7204346203794962,911.3981266803374,5.454545454545454,0,8.257388187232703,0.9947829490789519,0.012679149530732587,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_107a,-23.90711091,152.3869516,2.8504192106950867,8.426348133982838,9.179117338465767,1.97273549044385,0.21491559784043252,4.9676803374728165,12.976731984174885,8.00905164670207,8.895405137023026,198.6893703121384,0.9690915595714389,0.030908440428561113,S,3.9427771530709745,8.426348133982838,2.8504192106950867,3.0670339085635163,0.21661469786842988,8.426348133982838,0,8.702678595481611,9.813345924705374,10.383610861148476,7.852125731267176,2.5314851298813004,Winter,1.6809322656668648,877.2737399029461,5.454545454545454,0,8.895405137023026,0.6894669601019049,0.003367256271911572,110,11,Exposed,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_107b,-14.65099091,145.6384361,-0.04889000171092103,8.257243593622741,9.370760091759346,1.7651307962481206,0.18836580799890268,5.098061125606279,15.283521253594403,10.185460127988124,8.257388327836537,179.66076354731035,0.8811866110090782,0.11881338899092175,S,5.873323390701831,8.257243593622741,-0.04889000171092103,1.8964102696819929,1.9453002713929142,8.257243593622741,0,8.609047840615302,10.221016001701074,10.329489875549813,8.379909778885567,1.9495800966642456,Winter,1.7204420349345106,911.398505665755,5.454545454545454,0,8.257388327836537,0.9947827069274866,0.012679162397445896,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_108b,-14.6509723,145.6384345,-0.048891695841397846,8.257243674135864,9.370761337124742,1.7651301067662721,0.18836570938726652,5.098063874587463,15.283550443907645,10.185486569320183,8.25738841837896,179.66075179571203,0.8811865035624308,0.11881349643756922,S,5.873324645564356,8.257243674135864,-0.048891695841397846,1.8964106410036257,1.9453023368450233,8.257243674135864,0,8.60904417436571,10.221020475484226,10.329491725262331,8.37991246692441,1.9495792583379217,Winter,1.7204475508966208,911.3987885751163,5.454545454545454,0,8.25738841837896,0.9947825268318701,0.012679172178556956,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_108b_R2023,-14.650979,145.6384282,-0.04889383100521311,8.25724531617935,9.370762003723573,1.7651302904897241,0.18836571559370846,5.0980720902653855,15.283561285912736,10.18548919564735,8.257390073036165,179.6607370481135,0.8811866174549093,0.11881338254509066,S,5.873327316453252,8.25724531617935,-0.04889383100521311,1.8964089577660375,1.945302788771251,8.25724531617935,0,8.609040816838037,10.221022019443495,10.32949521241359,8.379913757820324,1.9495814545932664,Winter,1.720454395575553,911.398985917102,5.454545454545454,0,8.257390073036165,0.9947822993492115,0.012679159122585644,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_109b,-14.65097532,145.6384242,-0.04889563681106904,8.257246229358323,9.370762847479524,1.765130119994889,0.18836568043866997,5.098077571804305,15.283578480046428,10.185500908242123,8.2573909968919,179.66072455585845,0.8811866367008647,0.11881336329913528,S,5.873329239065862,8.257246229358323,-0.04889563681106904,1.8964081995211473,1.9453038363322164,8.257246229358323,0,8.60903758774837,10.221024592126668,10.329497805096375,8.379915498260102,1.9495823068362732,Winter,1.7204602173480055,911.3992022185888,5.454545454545454,0,8.2573909968919,0.9947821071126327,0.012679155927107128,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_10_Chicken,-18.654217,147.7098152,0.5786629898761831,6.987101365438104,7.34041574230905,2.144788467774855,0.2921889635504727,2.3773838262260965,14.591718775578224,12.214334949352128,7.011022489391933,184.73436023494781,0.9551260767127202,0.04487392328727979,S,4.531450232175937,6.987101365438104,0.5786629898761831,1.1694260692100769,0.5907630793338938,6.987101365438104,0,6.585997879639887,8.847593452848765,8.463434103350913,5.520520338038794,3.327073114809971,Autumn,1.877436223711026,497.6119014308131,5.454545454545454,0,7.011022489391933,0.9211675455191377,0.006113267267497297,110,11,Sheltered,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_10_Kelso,-18.446173,146.9912426,0.6383164226218777,6.847546532719995,7.1359923075159655,2.250000840481721,0.3153031482547863,2.185286116286169,12.063243945849793,9.877957829563623,6.877233555228033,185.3256229452212,0.9637389249964023,0.036261075003597654,S,4.390588716798072,6.847546532719995,0.6383164226218777,1.075886448894605,0.4375700262727273,6.847546532719995,0,6.359793179365626,8.64275845323363,8.520776417858368,5.078137411321077,3.564621041912554,Autumn,2.160983238492742,469.0873840584219,5.454545454545454,0,6.877233555228033,0.9105497322426241,0.005081434149726559,110,11,Sheltered,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_10_Lizard,-14.645963,145.4552607,-0.16616468894696615,8.317643646416618,9.384571407590935,1.7946032698354188,0.19122911339177526,5.004393917269425,15.807940770421759,10.803546853152334,8.3193032480267,178.85553294246913,0.8864872871335853,0.11351271286641473,S,5.998958404222547,8.317643646416618,-0.16616468894696615,1.81244165044087,1.9786063393878366,8.317643646416618,0,8.479250006223982,10.243658368837805,10.453006878063851,8.429431221783798,2.0235756562800535,Winter,1.9737568718398695,917.8870038384065,5.454545454545454,0,8.3193032480267,0.9822938436152172,0.012095673626032326,110,11,Exposed,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_10_Tydeman,-13.971456,144.5026016,-0.4119047570944134,7.240934070498106,8.604537570098119,2.078458889793203,0.24155381656024336,4.232222628233128,18.940384927463747,14.708162299230619,7.252640329026201,176.74420502992697,0.8428855438123792,0.15711445618762077,S,5.411374230318379,7.240934070498106,-0.4119047570944134,1.8699094430921668,2.2818142001865804,7.240934070498106,0,7.376814157502521,9.53836224568302,9.878333259919977,7.715583092294037,2.501519102417456,Winter,2.501519102417456,755.6259933595413,5.454545454545454,0,7.2526403290262005,0.952129355733673,0.018259488660217354,110,11,Moderate,Consistent,High,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_10a,-21.95539883,152.2969731,1.7953850711854942,7.502033463723189,8.049822932261755,1.8745146044489434,0.23286407915090152,3.880653178297744,12.639256904194658,8.758603725896915,7.71387799000336,193.45887701347633,0.9582667910728809,0.04173320892711907,S,4.035209776210715,7.502033463723189,1.7953850711854942,2.116334175194585,0.32094910400909094,7.502033463723189,0,7.765960007551446,8.856398670017265,8.58137500904278,7.0165849257474,1.8398137442698657,Autumn,0.815415001491334,605.8460438963524,5.454545454545454,0,7.71387799000336,0.7769658927539856,0.0051843635913856444,110,11,Moderate,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_10b,-14.47368407,145.504462,-0.1346219285890556,8.203937623529825,9.369328024122312,1.7828771479424386,0.19028868915169106,5.05199047422716,16.0771725560927,11.025182081865541,8.205042083647422,179.05989337215357,0.8757343176076966,0.1242656823923034,S,5.896252004631121,8.203937623529825,-0.1346219285890556,1.9096056123567557,2.0442275409458115,8.203937623529825,0,8.50698560769418,10.204279533137935,10.38218152236422,8.447742649324626,1.9344388730395945,Winter,1.8751959146700408,913.2773881020778,5.454545454545454,0,8.205042083647422,0.9856316346014936,0.013263030397950465,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_110b,-14.65099636,145.6383884,-0.048908604920865045,8.25725518635386,9.37076749743541,1.7651305372768222,0.1883656314981567,5.098124335190791,15.283661508450779,10.185537173259988,8.257400030530373,179.66063494338243,0.8811871634623587,0.1188128365376413,S,5.873344742456521,8.25725518635386,-0.048908604920865045,1.8963994010087968,1.945308005929662,8.25725518635386,0,8.609016365371387,10.22103668279257,10.329518223430563,8.379924727929634,1.9495934955009293,Winter,1.7205018580591762,911.4005069687881,5.454545454545454,0,8.257400030530373,0.9947807258120266,0.012679093422193859,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_111b,-14.65101689,145.6383799,-0.048910623454550564,8.257257438583414,9.37076769566425,1.7651312062825548,0.1883656989063192,5.098134263686705,15.283659710236183,10.185525446549477,8.257402294676446,179.66062103015588,0.8811873864397528,0.1188126135602472,S,5.873347762342169,8.257257438583414,-0.048910623454550564,1.8963968099786417,1.9453074334331921,8.257257438583414,0,8.609013757500078,10.221036230455189,10.329522040534505,8.379924971809023,1.949597068725481,Winter,1.7205082830344267,911.4006169205051,5.454545454545454,0,8.257402294676446,0.9947805105149303,0.012679069358983304,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_112b,-14.65102888,145.6383849,-0.048907848744358134,8.257256354643623,9.370766193122583,1.7651317013503498,0.18836578194062936,5.098126828883264,15.28362768972322,10.185500860839955,8.257401194320844,179.66064023820047,0.8811874103081493,0.11881258969185071,S,5.873345033864599,8.257256354643623,-0.048907848744358134,1.8963975096920056,1.9453053584363635,8.257256354643623,0,8.609018973622149,10.221031384441048,10.329518292138527,8.3799218422516,1.9495964498869274,Winter,1.720499318516378,911.4002478443186,5.454545454545454,0,8.257401194320844,0.994780805780828,0.012679068844877376,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_113b,-14.65105872,145.638374,-0.04891002111682989,8.257259166468339,9.370766148577495,1.7651327110031478,0.18836589058100647,5.098138715482524,15.283618857039171,10.185480141556646,8.257404018963289,179.6606252805484,0.8811877159283057,0.11881228407169431,S,5.8733485582242295,8.257259166468339,-0.04891002111682989,1.8963941478649882,1.9453041689818182,8.257259166468339,0,8.609016473804346,10.221029794431699,10.329522684744353,8.379921543164627,1.9496011415797252,Winter,1.720506210940007,911.4003201459459,5.454545454545454,0,8.257404018963289,0.9947805739315931,0.012679036290936606,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_113b_R2023,-14.651082,145.6383584,-0.04891428468886108,8.257262934922787,9.370767171469607,1.7651334413252033,0.1883659479556122,5.0981565619123,15.283632466953275,10.185475905040974,8.257407812606587,179.66059585224684,0.8811880245778838,0.11881197542211619,S,5.8733542377246195,8.257262934922787,-0.04891428468886108,1.8963901065565936,1.9453043912454544,8.257262934922787,0,8.609010035916224,10.221031575930388,10.329530060977683,8.379923467539571,1.9496065934381122,Winter,1.7205200250614592,911.4006608596645,5.454545454545454,0,8.257407812606587,0.9947801195148903,0.012679001969428191,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahya_114b,-14.65103206,145.6383295,-0.04892915627481779,8.257269372765993,9.370774732876576,1.765131565301231,0.18836559576108633,5.09818502370676,15.283793487206905,10.185608463500145,8.257414338444757,179.66049292909108,0.881188009938422,0.11881199006157805,S,5.8733693057664835,8.257269372765993,-0.04892915627481779,1.89638545154481,1.9453146078196277,8.257269372765993,0,8.60898245976687,10.221055720777978,10.329550911743487,8.379938896485358,1.949612015258129,Winter,1.720568451976618,911.4025682570648,5.454545454545454,0,8.257414338444757,0.9947785367091203,0.012678993300813877,110,11,Exposed,Consistent,Moderate,Steady_Strong,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
