"","individualID","projectID","scientificName","scientificAbbreviation","dayCollected","monthCollected","yearCollected","locality","decimalLatitudeOriginal","decimalLongitudeOriginal","decimalLatitude","decimalLongitude","georeferenceProtocol","coordinateUncertaintyInMeters","depthOfColonyinMetersOriginal","depthOfColonyinMetersCorrected","EcoPlotID_full","k_value_GBR1","long_GBR1","lat_GBR1","k_value_GBR4","long_GBR4","lat_GBR4","Site.Name","Depth","Chl_a_sum_mean_monthly_max","Chl_a_sum_median_monthly_max","Chl_a_sum_overall_mean","Chl_a_sum_overall_median","Chl_a_sum_cv_monthly_mean","Chl_a_sum_sd_monthly_mean","NO3_mean_monthly_max","NO3_median_monthly_max","NO3_overall_mean","NO3_overall_median","NO3_cv_monthly_mean","NO3_sd_monthly_mean","Oxygen_mean_monthly_max","Oxygen_median_monthly_max","Oxygen_overall_mean","Oxygen_overall_median","Oxygen_cv_monthly_mean","Oxygen_sd_monthly_mean","PH_mean_monthly_max","PH_median_monthly_max","PH_overall_mean","PH_overall_median","PH_cv_monthly_mean","PH_sd_monthly_mean","alk_mean_monthly_max","alk_median_monthly_max","alk_overall_mean","alk_overall_median","alk_cv_monthly_mean","alk_sd_monthly_mean","omega_ar_mean_monthly_max","omega_ar_median_monthly_max","omega_ar_overall_mean","omega_ar_overall_median","omega_ar_cv_monthly_mean","omega_ar_sd_monthly_mean"
"19","19","ECO03","Acropora hyacinthus","Ahya",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"20","20","ECO03","Stylophora pistillata","Spis",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"21","21","ECO03","Stylophora pistillata","Spis",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"22","22","ECO03","Acropora hyacinthus","Ahya",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"23","23","ECO03","Stylophora pistillata","Spis",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"24","24","ECO03","Acropora hyacinthus","Ahya",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"25","25","ECO03","Stylophora pistillata","Spis",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"26","26","ECO03","Stylophora pistillata","Spis",12,5,2021,"Lady_Musgrave",-23.917571,152.391971,-23.917571,152.391971,"GPS EcoRRAP sites",60,"1-May",5.1,"CBLM_FL2S",5.35,152.390371,-23.919904,5.5,152.398788,-23.926022,"CBLM_FL2S",-5.55,1.20780796950451,1.14553873058114,0.888739456213272,0.816069809715706,27.2316321149826,0.242018259176695,2.38472230374237,1.57063681299645,0.793355642,0.555958811713903,74.3902892746756,0.590179556998067,7078.1755922723,7062.543141,7002.125951826,6983.34174153852,2.84344909740808,199.101887176574,8.121514184,8.1199928279679,8.1108563540486,8.10686523916189,0.333538243922912,0.027052808,2250.34045653708,2250.72624272465,2247.616712,2247.73780900511,0.196670275732596,4.42039398578023,3.72239541096228,3.7227674056881,3.67636142505916,3.6914126856344,1.87059918306455,0.068769987
"27","27","ECO03","Acropora hyacinthus","Ahya",12,5,2021,"Lady_Musgrave",-23.900155,152.393624,-23.900155,152.393624,"GPS EcoRRAP sites",60,"2-Sep",4.1,"CBLM_BA1S",5.35,152.395371,-23.899904,5.5,152.398788,-23.896022,"CBLM_BA1S",-5.55,1.27946605742687,1.2245852924252,0.938109422562514,0.876572130578433,29.4039838663114,0.275841543258628,3.3341952535025,2.01705769721148,1.01104482659563,0.606219202904588,80.2530648514286,0.811394460364801,7084.87038904496,7065.73933951641,7006.08808347586,6974.89068496202,2.88651959999404,202.232105722377,8.12243069333872,8.120281227,8.112067882,8.10928906471088,0.329276368333197,0.0267111225198673,2250.12804483518,2250.68768972144,2247.4498539927,2247.243836197,0.195945674701922,4.40378077999336,3.72381415271833,3.72722732796343,3.67907872124767,3.69302623581172,1.82420686111481,0.067114006
"28","28","ECO03","Acropora hyacinthus","Ahya",12,5,2021,"Lady_Musgrave",-23.900155,152.393624,-23.900155,152.393624,"GPS EcoRRAP sites",60,"2-Sep",4.1,"CBLM_BA1S",5.35,152.395371,-23.899904,5.5,152.398788,-23.896022,"CBLM_BA1S",-5.55,1.27946605742687,1.2245852924252,0.938109422562514,0.876572130578433,29.4039838663114,0.275841543258628,3.3341952535025,2.01705769721148,1.01104482659563,0.606219202904588,80.2530648514286,0.811394460364801,7084.87038904496,7065.73933951641,7006.08808347586,6974.89068496202,2.88651959999404,202.232105722377,8.12243069333872,8.120281227,8.112067882,8.10928906471088,0.329276368333197,0.0267111225198673,2250.12804483518,2250.68768972144,2247.4498539927,2247.243836197,0.195945674701922,4.40378077999336,3.72381415271833,3.72722732796343,3.67907872124767,3.69302623581172,1.82420686111481,0.067114006
"29","29","ECO03","Acropora hyacinthus","Ahya",12,5,2021,"Lady_Musgrave",-23.900155,152.393624,-23.900155,152.393624,"GPS EcoRRAP sites",60,"2-Sep",4.1,"CBLM_BA1S",5.35,152.395371,-23.899904,5.5,152.398788,-23.896022,"CBLM_BA1S",-5.55,1.27946605742687,1.2245852924252,0.938109422562514,0.876572130578433,29.4039838663114,0.275841543258628,3.3341952535025,2.01705769721148,1.01104482659563,0.606219202904588,80.2530648514286,0.811394460364801,7084.87038904496,7065.73933951641,7006.08808347586,6974.89068496202,2.88651959999404,202.232105722377,8.12243069333872,8.120281227,8.112067882,8.10928906471088,0.329276368333197,0.0267111225198673,2250.12804483518,2250.68768972144,2247.4498539927,2247.243836197,0.195945674701922,4.40378077999336,3.72381415271833,3.72722732796343,3.67907872124767,3.69302623581172,1.82420686111481,0.067114006
